type_annonce,titre,location,date,modele,transsmission,carburant,image,propriétere,link,ville,quartier
Voitures d'occasion,bmw m2 competition,"tanger, administratif",il y a 22 heures,2019,Automatique,Essence,https://content.avito.ma/classifieds/images/10144721426?t=images,Sohaib M,https://www.avito.ma/fr/administratif/voitures_d_occasion/BMW_M2_COMPETITION_57475566.htm,tanger,administratif
Voitures d'occasion,mercedes-benz classe c 220 pack amg line plus 2023,"casablanca, oulfa",il y a 3 heures,2023,Automatique,Diesel,N/A,Shaheen Auto,https://www.avito.ma/fr/oulfa/voitures_d_occasion/Mercedes_Benz_Classe_C_220_pack_Amg_Line_plus_2023_56627965.htm,casablanca,oulfa
Voitures d'occasion,mercedes 500 v8 collection,"marrakech, hivernage",il y a 3 heures,1989,Automatique,Essence,N/A,SELECT GARANTIE,https://www.avito.ma/fr/hivernage/voitures_d_occasion/MERCEDES_500_V8_COLLECTION_57427095.htm,marrakech,hivernage
Voitures d'occasion,mitsubishi pajero sport 7 places 2020,"fès, agdal",il y a 3 heures,2020,Manuelle,Diesel,N/A,GARAGE FOURGON FES,https://www.avito.ma/fr/agdal/voitures_d_occasion/Mitsubishi_Pajero_Sport_7_Places_2020_57439225.htm,fès,agdal
Voitures d'occasion,toyota corolla limited hybride ww,"casablanca, autre secteur",il y a 3 heures,2025,Automatique,Hybride,N/A,Rhoucar,https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Toyota_Corolla_Limited_Hybride_WW_56993422.htm,casablanca,autre secteur
Voitures d'occasion,mitsubishi l200 sportero,"casablanca, oulfa",il y a 3 heures,2021,Manuelle,Diesel,N/A,bouchkara auto,https://www.avito.ma/fr/oulfa/voitures_d_occasion/Mitsubishi_L200_Sportero_57254888.htm,casablanca,oulfa
Voitures d'occasion,peugeot 306 7chv,"marrakech, guéliz",il y a 3 heures,2002,Manuelle,Diesel,N/A,chrif,https://www.avito.ma/fr/guéliz/voitures_d_occasion/Peugeot_306_7chv_53734281.htm,marrakech,guéliz
Voitures d'occasion,opel corsa essence automatique 2021 à tanger,"tanger, marjane",il y a 3 heures,2021,Automatique,Essence,N/A,A Tanger,https://www.avito.ma/fr/marjane/voitures_d_occasion/Opel_Corsa_Essence_Automatique_2021_à_Tanger_57494563.htm,tanger,marjane
Voitures de location,location de voiture hyundai tucson,"casablanca, hay mohammadi",il y a 3 heures,,N/A,N/A,N/A,ARISTO LOCA CAR,https://www.avito.ma/fr/hay_mohammadi/voitures_de_location/location_de_voiture_hyundai_tucson_56437231.htm,casablanca,hay mohammadi
Voitures de location,location de voiture dacia stepway,"casablanca, mers sultan",il y a 3 heures,,N/A,N/A,N/A,LOCATION DE VOITURE  JLM CAR,https://www.avito.ma/fr/mers_sultan/voitures_de_location/location_de_voiture_Dacia_Stepway_56875718.htm,casablanca,mers sultan
Voitures d'occasion,porsche cayenne coupé platinium edition,"casablanca, anfa",il y a 3 heures,2024,Automatique,Hybride,N/A,DREAMCARS,https://www.avito.ma/fr/anfa/voitures_d_occasion/Porsche_Cayenne_Coupé_Platinium_Edition_56109512.htm,casablanca,anfa
Voitures d'occasion,volvo s90 diesel inscription 235 ch - 2021,"casablanca, bourgogne",il y a 3 heures,2021,Automatique,Diesel,N/A,drissi,https://www.avito.ma/fr/bourgogne/voitures_d_occasion/Volvo_S90_Diesel_inscription_235_ch___2021_57475752.htm,casablanca,bourgogne
Voitures d'occasion,seat leon essence manuelle 2009 à salé,"salé, sala el jadida",il y a 3 heures,2009,Manuelle,Essence,N/A,Hatim,https://www.avito.ma/fr/sala_el_jadida/voitures_d_occasion/Seat_Leon_Essence_Manuelle_2009_à_Salé_57508252.htm,salé,sala el jadida
Voitures de location,location de voiture golf 8 noire pleine options,"casablanca, maarif",il y a 3 heures,,N/A,N/A,N/A,ARISTO LOCA CAR,https://www.avito.ma/fr/maarif/voitures_de_location/location_de_voiture_golf_8_noire_pleine_options_56473846.htm,casablanca,maarif
Voitures d'occasion,peugeot 3008 allure plus,"casablanca, oulfa",il y a 3 heures,2018,Automatique,Diesel,N/A,AUTO PRESTIGE,https://www.avito.ma/fr/oulfa/voitures_d_occasion/peugeot_3008_allure_plus_57481757.htm,casablanca,oulfa
Voitures d'occasion,golf 7.5 1er mai automatique très bon état,"casablanca, sidi bernoussi",il y a 3 heures,2021,Automatique,Diesel,N/A,ahmed abdo,https://www.avito.ma/fr/sidi_bernoussi/voitures_d_occasion/Golf_7_5_1er_mai_automatique_très_bon_état_57303213.htm,casablanca,sidi bernoussi
Voitures d'occasion,ford ranger 2007,"casablanca, sidi moumen",il y a 3 heures,2007,Manuelle,Diesel,N/A,Mohamed Wafik,https://www.avito.ma/fr/sidi_moumen/voitures_d_occasion/Ford_ranger_2007_57508247.htm,casablanca,sidi moumen
Voitures d'occasion,nouvelle kia picanto motion plus bva 2023,"rabat, agdal",il y a 3 heures,2023,Automatique,Essence,N/A,Auto SALA EL JADIDA,https://www.avito.ma/fr/agdal/voitures_d_occasion/Nouvelle_Kia_Picanto_Motion_Plus_BVA_2023_57067048.htm,rabat,agdal
Voitures d'occasion,hyundai grand i10 automatique 2021,"marrakech, hay massira",il y a 3 heures,2021,Automatique,Essence,N/A,auto Abderrahim,https://www.avito.ma/fr/hay_massira/voitures_d_occasion/hyundai_grand_i10_automatique_2021_56759251.htm,marrakech,hay massira
Voitures d'occasion,volkswagen t-roc diesel automatique 2023 à rabat,"rabat, hay el fath",il y a 3 heures,2023,Automatique,Diesel,N/A,AutoHammou,https://www.avito.ma/fr/hay_el_fath/voitures_d_occasion/Volkswagen_T_Roc_Diesel_Automatique_2023_à_Rabat_57478129.htm,rabat,hay el fath
Voitures d'occasion,renault express diesel,"casablanca, belvédère",il y a 3 heures,2023,Manuelle,Diesel,N/A,TGV AUTO,https://www.avito.ma/fr/belvédère/voitures_d_occasion/Renault_Express_Diesel_56671386.htm,casablanca,belvédère
Voitures d'occasion,dacia lodgy stepway 7p 2021,"casablanca, sidi bernoussi",il y a 3 heures,2021,Manuelle,Diesel,N/A,Auto24 - Occasions Certifiées Maroc,https://www.avito.ma/fr/sidi_bernoussi/voitures_d_occasion/Dacia_Lodgy_STEPWAY_7P_2021_57469091.htm,casablanca,sidi bernoussi
Voitures d'occasion,kia sportage diesel manuelle 2020 à rabat,"rabat, quartier de l'océan",il y a 3 heures,2020,Manuelle,Diesel,N/A,SIARACASH.MA,https://www.avito.ma/fr/quartier_de_l_océan/voitures_d_occasion/KIA_SPORTAGE_Diesel_Manuelle_2020_à_Rabat_57024094.htm,rabat,quartier de l'océan
Voitures d'occasion,jeep wrangler hybride automatique 2024 à marrakech,"marrakech, hivernage",il y a 3 heures,2024,Automatique,Hybride,N/A,SELECT GARANTIE,https://www.avito.ma/fr/hivernage/voitures_d_occasion/Jeep_Wrangler_Hybride_Automatique_2024_à_Marrakech_57474193.htm,marrakech,hivernage
Voitures d'occasion,nissan x-trail essence automatique,"rabat, hay el fath",il y a 3 heures,2004,Automatique,Essence,N/A,Ads Cars,https://www.avito.ma/fr/hay_el_fath/voitures_d_occasion/NISSAN_X_TRAIL_ESSENCE_AUTOMATIQUE_57066247.htm,rabat,hay el fath
Voitures d'occasion,audi a7 sportback 2021/12 1ère main,"rabat, hay riad",il y a 3 heures,2021,Automatique,Diesel,N/A,SIMA AUTO,https://www.avito.ma/fr/hay_riad/voitures_d_occasion/Audi_A7_Sportback_2021_12_1ère_main_57296054.htm,rabat,hay riad
Voitures d'occasion,mercedes-benz glc 300de coupé automatique 11/2020,"fès, autre secteur",il y a 3 heures,2020,Automatique,Diesel,N/A,GC AUTO,https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Mercedes_Benz_GLC_300de_coupé_Automatique_11_2020_57334587.htm,fès,autre secteur
Voitures d'occasion,mercedes w 204,"rabat, agdal",il y a 3 heures,2012,Automatique,Diesel,N/A,diyae,https://www.avito.ma/fr/agdal/voitures_d_occasion/Mercedes_W_204_57504203.htm,rabat,agdal
Voitures d'occasion,range rover évoque dynamique,"casablanca, anfa",il y a 3 heures,2015,Automatique,Diesel,N/A,particulier,https://www.avito.ma/fr/anfa/voitures_d_occasion/Range_Rover_Évoque_dynamique_57508240.htm,casablanca,anfa
Voitures d'occasion,fiat 500 x diesel automatique 2022 à marrakech,"marrakech, hay charaf",il y a 3 heures,2022,Automatique,Diesel,N/A,AITELKADI ABDELALI,https://www.avito.ma/fr/hay_charaf/voitures_d_occasion/Fiat_500_X_Diesel_Automatique_2022_à_Marrakech_57508239.htm,marrakech,hay charaf
Voitures d'occasion,opel grandland diesel manuelle 2020 à oujda,"oujda, jawhara",il y a 3 heures,2020,Manuelle,Diesel,N/A,Hala Centre,https://www.avito.ma/fr/jawhara/voitures_d_occasion/Opel_Grandland_Diesel_Manuelle_2020_à_Oujda_57508234.htm,oujda,jawhara
Voitures d'occasion,mercedes-benz classe e 220d,"casablanca, belvédère",il y a 3 heures,2023,Automatique,Diesel,N/A,TGV AUTO,https://www.avito.ma/fr/belvédère/voitures_d_occasion/Mercedes_Benz_Classe_E_220d_56730467.htm,casablanca,belvédère
Voitures d'occasion,citroën berllingo 2013 tout option,"marrakech, targa",il y a 3 heures,2013,Manuelle,Diesel,N/A,توفيق ساورة  Taoufiq Saoura,https://www.avito.ma/fr/targa/voitures_d_occasion/CITROËN_BERLLINGO_2013_TOUT_OPTION_57328294.htm,marrakech,targa
Voitures d'occasion,renault clio 5 2022,"fès, agdal",il y a 3 heures,2022,Manuelle,Diesel,N/A,GARAGE FOURGON FES,https://www.avito.ma/fr/agdal/voitures_d_occasion/Renault_Clio_5_2022_57504318.htm,fès,agdal
Voitures d'occasion,audi q5 s line automatique 2022,"fès, autre secteur",il y a 3 heures,2022,Automatique,Diesel,N/A,GC AUTO,https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Audi_Q5_S_Line_Automatique_2022_57043621.htm,fès,autre secteur
Voitures d'occasion,jeep grand cherokee diesel automatique 2022,"casablanca, al qods",il y a 3 heures,2022,Automatique,Diesel,N/A,Yassine Benamour,https://www.avito.ma/fr/al_qods/voitures_d_occasion/Jeep_Grand_Cherokee_Diesel_Automatique_2022_57508232.htm,casablanca,al qods
Voitures de location,location voiture à marrakech – aéroport &livraison,"marrakech, centre ville",il y a 7 heures,,N/A,N/A,https://content.avito.ma/classifieds/images/10135892878?t=images,1 service car,https://www.avito.ma/fr/centre_ville/voitures_de_location/Location_voiture_à_Marrakech___Aéroport__livraison_56566255.htm,marrakech,centre ville
Voitures d'occasion,volkswagen tiguan diesel automatique 2020 ded 2024,"kénitra, centre",il y a 20 heures,2020,Automatique,Diesel,https://content.avito.ma/classifieds/images/10145013968?t=images,Auto Tiddas,https://www.avito.ma/fr/centre/voitures_d_occasion/Volkswagen_Tiguan_Diesel_Automatique_2020_ded_2024_57501989.htm,kénitra,centre
Voitures d'occasion,stellantis - peugeot 301 - 2023,"casablanca, ain sebaa",il y a 1 heure,2023,Manuelle,Diesel,https://content.avito.ma/classifieds/images/10143222702?t=images,SPOTICAR MOULAY SLIMANE,https://www.avito.ma/fr/ain_sebaa/voitures_d_occasion/Stellantis___PEUGEOT_301___2023_57302736.htm,casablanca,ain sebaa
Voitures d'occasion,nouvelle kia picanto motion plus bva 2023,"rabat, agdal",il y a 3 heures,2023,Automatique,Essence,N/A,Auto SALA EL JADIDA,https://www.avito.ma/fr/agdal/voitures_d_occasion/Nouvelle_Kia_Picanto_Motion_Plus_BVA_2023_57067048.htm,rabat,agdal
Voitures d'occasion,jeep wrangler hybride automatique 2024 à marrakech,"marrakech, hivernage",il y a 3 heures,2024,Automatique,Hybride,N/A,SELECT GARANTIE,https://www.avito.ma/fr/hivernage/voitures_d_occasion/Jeep_Wrangler_Hybride_Automatique_2024_à_Marrakech_57474193.htm,marrakech,hivernage
Voitures d'occasion,mercedes w 204,"rabat, agdal",il y a 3 heures,2012,Automatique,Diesel,N/A,diyae,https://www.avito.ma/fr/agdal/voitures_d_occasion/Mercedes_W_204_57504203.htm,rabat,agdal
Voitures d'occasion,dacia lodgy stepway 7p 2021,"casablanca, sidi bernoussi",il y a 3 heures,2021,Manuelle,Diesel,N/A,Auto24 - Occasions Certifiées Maroc,https://www.avito.ma/fr/sidi_bernoussi/voitures_d_occasion/Dacia_Lodgy_STEPWAY_7P_2021_57469091.htm,casablanca,sidi bernoussi
Voitures d'occasion,ford ranger 2007,"casablanca, sidi moumen",il y a 3 heures,2007,Manuelle,Diesel,N/A,Mohamed Wafik,https://www.avito.ma/fr/sidi_moumen/voitures_d_occasion/Ford_ranger_2007_57508247.htm,casablanca,sidi moumen
Voitures d'occasion,golf 7.5 1er mai automatique très bon état,"casablanca, sidi bernoussi",il y a 3 heures,2021,Automatique,Diesel,N/A,ahmed abdo,https://www.avito.ma/fr/sidi_bernoussi/voitures_d_occasion/Golf_7_5_1er_mai_automatique_très_bon_état_57303213.htm,casablanca,sidi bernoussi
Voitures d'occasion,renault express diesel,"casablanca, belvédère",il y a 3 heures,2023,Manuelle,Diesel,N/A,TGV AUTO,https://www.avito.ma/fr/belvédère/voitures_d_occasion/Renault_Express_Diesel_56671386.htm,casablanca,belvédère
Voitures d'occasion,nissan x-trail essence automatique,"rabat, hay el fath",il y a 3 heures,2004,Automatique,Essence,N/A,Ads Cars,https://www.avito.ma/fr/hay_el_fath/voitures_d_occasion/NISSAN_X_TRAIL_ESSENCE_AUTOMATIQUE_57066247.htm,rabat,hay el fath
Voitures d'occasion,volkswagen t-roc diesel automatique 2023 à rabat,"rabat, hay el fath",il y a 3 heures,2023,Automatique,Diesel,N/A,AutoHammou,https://www.avito.ma/fr/hay_el_fath/voitures_d_occasion/Volkswagen_T_Roc_Diesel_Automatique_2023_à_Rabat_57478129.htm,rabat,hay el fath
Voitures d'occasion,hyundai grand i10 automatique 2021,"marrakech, hay massira",il y a 3 heures,2021,Automatique,Essence,N/A,auto Abderrahim,https://www.avito.ma/fr/hay_massira/voitures_d_occasion/hyundai_grand_i10_automatique_2021_56759251.htm,marrakech,hay massira
Voitures d'occasion,mercedes-benz classe e 220d,"casablanca, belvédère",il y a 3 heures,2023,Automatique,Diesel,N/A,TGV AUTO,https://www.avito.ma/fr/belvédère/voitures_d_occasion/Mercedes_Benz_Classe_E_220d_56730467.htm,casablanca,belvédère
Voitures d'occasion,range rover évoque dynamique,"casablanca, anfa",il y a 3 heures,2015,Automatique,Diesel,N/A,particulier,https://www.avito.ma/fr/anfa/voitures_d_occasion/Range_Rover_Évoque_dynamique_57508240.htm,casablanca,anfa
Voitures d'occasion,fiat 500 x diesel automatique 2022 à marrakech,"marrakech, hay charaf",il y a 3 heures,2022,Automatique,Diesel,N/A,AITELKADI ABDELALI,https://www.avito.ma/fr/hay_charaf/voitures_d_occasion/Fiat_500_X_Diesel_Automatique_2022_à_Marrakech_57508239.htm,marrakech,hay charaf
Voitures d'occasion,dacia logan diesel,"rabat, guich oudaya",il y a 3 heures,2022,Manuelle,Diesel,N/A,AUTO JIKKI,https://www.avito.ma/fr/guich_oudaya/voitures_d_occasion/Dacia_Logan_diesel_57079328.htm,rabat,guich oudaya
Voitures d'occasion,porsche cayenne hybride,"marrakech, hivernage",il y a 3 heures,2019,Automatique,Hybride,N/A,SELECT GARANTIE,https://www.avito.ma/fr/hivernage/voitures_d_occasion/PORSCHE_CAYENNE_HYBRIDE_57037578.htm,marrakech,hivernage
Voitures d'occasion,audi q5 s line automatique 2022,"fès, autre secteur",il y a 3 heures,2022,Automatique,Diesel,N/A,GC AUTO,https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Audi_Q5_S_Line_Automatique_2022_57043621.htm,fès,autre secteur
Voitures d'occasion,renault clio 5 2022,"fès, agdal",il y a 3 heures,2022,Manuelle,Diesel,N/A,GARAGE FOURGON FES,https://www.avito.ma/fr/agdal/voitures_d_occasion/Renault_Clio_5_2022_57504318.htm,fès,agdal
Voitures d'occasion,opel grandland diesel manuelle 2020 à oujda,"oujda, jawhara",il y a 3 heures,2020,Manuelle,Diesel,N/A,Hala Centre,https://www.avito.ma/fr/jawhara/voitures_d_occasion/Opel_Grandland_Diesel_Manuelle_2020_à_Oujda_57508234.htm,oujda,jawhara
Voitures d'occasion,dacia logan 2020 prestige,"tanger, al mandar al jamil",il y a 3 heures,2020,Manuelle,Diesel,N/A,ayman elouahabi,https://www.avito.ma/fr/al_mandar_al_jamil/voitures_d_occasion/Dacia_Logan_2020_Prestige_57508233.htm,tanger,al mandar al jamil
Voitures d'occasion,citroën berllingo 2013 tout option,"marrakech, targa",il y a 3 heures,2013,Manuelle,Diesel,N/A,توفيق ساورة  Taoufiq Saoura,https://www.avito.ma/fr/targa/voitures_d_occasion/CITROËN_BERLLINGO_2013_TOUT_OPTION_57328294.htm,marrakech,targa
Voitures d'occasion,jeep grand cherokee diesel automatique 2022,"casablanca, al qods",il y a 3 heures,2022,Automatique,Diesel,N/A,Yassine Benamour,https://www.avito.ma/fr/al_qods/voitures_d_occasion/Jeep_Grand_Cherokee_Diesel_Automatique_2022_57508232.htm,casablanca,al qods
Voitures d'occasion,duster 2019 main libre,"salé, cité militaire",il y a 3 heures,2019,Manuelle,Diesel,N/A,abderrahim,https://www.avito.ma/fr/cité_militaire/voitures_d_occasion/Duster_2019_main_libre_57428807.htm,salé,cité militaire
Voitures d'occasion,très bon état,"agadir melloul, toute la ville",il y a 3 heures,2022,Manuelle,Diesel,N/A,abdessadk,https://www.avito.ma/fr/agadir_melloul/voitures_d_occasion/Très_bon_état_57508228.htm,agadir melloul,toute la ville
Voitures d'occasion,toyota yaris essence manuelle,"salé, sala el jadida",il y a 3 heures,2019,Manuelle,Essence,N/A,Ait saoun auto,https://www.avito.ma/fr/sala_el_jadida/voitures_d_occasion/Toyota_Yaris_essence_manuelle_57176868.htm,salé,sala el jadida
Voitures d'occasion,renault talisman 2.0 blue dci 200 edc,"casablanca, al qods",il y a 3 heures,2021,Automatique,Diesel,N/A,yassine,https://www.avito.ma/fr/al_qods/voitures_d_occasion/Renault_Talisman_2_0_Blue_dCi_200_EDC_57444253.htm,casablanca,al qods
Voitures d'occasion,mercedes-benz classe e diesel automatique 2015,"rabat, hay el fath",il y a 3 heures,2015,Automatique,Diesel,N/A,AutoHammou,https://www.avito.ma/fr/hay_el_fath/voitures_d_occasion/Mercedes_Benz_Classe_E_Diesel_Automatique_2015_57485008.htm,rabat,hay el fath
Voitures d'occasion,mercedes-benz classe e 2024 diesel automatique,"casablanca, maarif",il y a 3 heures,2024,Automatique,Diesel,N/A,Car and Shop,https://www.avito.ma/fr/maarif/voitures_d_occasion/Mercedes_Benz_Classe_E_2024_Diesel_Automatique_57366060.htm,casablanca,maarif
Voitures d'occasion,audi q3 sport pack 2022 d 2026 sline,"marrakech, hay massira",il y a 3 heures,2022,Automatique,Diesel,N/A,auto Abderrahim,https://www.avito.ma/fr/hay_massira/voitures_d_occasion/Audi_Q3_sport_pack_2022_d_2026_sline_57439056.htm,marrakech,hay massira
Voitures d'occasion,hyundai tucson diesel 2024 automatique,"fès, autre secteur",il y a 3 heures,2024,Automatique,Diesel,N/A,GC AUTO,https://www.avito.ma/fr/autre_secteur/voitures_d_occasion/Hyundai_Tucson_diesel_2024_automatique_57334496.htm,fès,autre secteur
Voitures d'occasion,jeep grand cherokee,"tanger, achakar",il y a 3 heures,2007,Automatique,Diesel,N/A,Mourad Mourad,https://www.avito.ma/fr/achakar/voitures_d_occasion/Jeep_Grand_Cherokee_57508222.htm,tanger,achakar
Voitures d'occasion,mazda cx-90 phev 2025 première au 🇲🇦,"casablanca, anfa",il y a 3 heures,2025,Automatique,Hybride,N/A,VOOM VOOM AUTO,https://www.avito.ma/fr/anfa/voitures_d_occasion/Mazda_CX_90_PHEV_2025_Première_au______57160634.htm,casablanca,anfa
Voitures d'occasion,peugeot 3008,"tétouan, safir",il y a 3 heures,2021,Automatique,Diesel,N/A,G. Ryad Auto,https://www.avito.ma/fr/safir/voitures_d_occasion/Peugeot_3008_57381531.htm,tétouan,safir
Voitures d'occasion,renault koleos à vendre,"fès, route d'immouzere",il y a 3 heures,2010,Automatique,Diesel,N/A,Med,https://www.avito.ma/fr/route_d_immouzere/voitures_d_occasion/Renault_Koleos_à_vendre_57508220.htm,fès,route d'immouzere
Voitures d'occasion,volkswagen golf 8 r line,"casablanca, aïn chock",il y a 3 heures,2025,Automatique,Diesel,N/A,auto Ghali,https://www.avito.ma/fr/aïn_chock/voitures_d_occasion/Volkswagen_golf_8_r_line_56142540.htm,casablanca,aïn chock
Voitures d'occasion,mercedes-benz classe gle diesel automatique 2021,"casablanca, lissasfa",il y a 3 heures,2021,Automatique,Diesel,N/A,ALD Automotive - Ayvens,https://www.avito.ma/fr/lissasfa/voitures_d_occasion/Mercedes_Benz_Classe_GLE_Diesel_Automatique_2021_57407591.htm,casablanca,lissasfa
Voitures d'occasion,hyundai santa fe a vendre,"tanger, marjane",il y a 5 heures,2018,Automatique,Diesel,https://content.avito.ma/classifieds/images/10144393911?t=images,said,https://www.avito.ma/fr/marjane/voitures_d_occasion/HYUNDAI_SANTA_FE_A_VENDRE_57446186.htm,tanger,marjane
Voitures d'occasion,mercedes gle350de manufaktur bleu 2026 00km,"kénitra, centre",il y a 1 heure,2026,Automatique,Hybride,https://content.avito.ma/classifieds/images/10143656623?t=images,C-Cars,https://www.avito.ma/fr/centre/voitures_d_occasion/Mercedes_GLE350de_Manufaktur_bleu_2026_00km_57368212.htm,kénitra,centre
